contact_id,created_at,description,dossier_id,file_content_type,file_file_name,file_file_size,file_updated_at,id,long_link,short_link,type_document_id,updated_at
,2011-08-13 16:49:10 UTC,camembert,31,application/octet-stream,remarques_eric.markdown,1128,2011-08-13 16:49:10 UTC,74,http://s3.amazonaws.com/etude-legendre/app/public/system/14aa7be472c018d800286c11f1e06ffff7b791d8.markdown?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645488870&Signature=L%2B7CtTGjSvwGtHo1jlWg%2BkKLT80%3D,http://bit.ly/xWehlM,,2012-02-22 12:14:30 UTC
,2011-08-19 16:55:00 UTC,OK,31,text/plain,info.txt,344,2011-08-19 16:55:00 UTC,75,http://s3.amazonaws.com/etude-legendre/app/public/system/29cfca8306ab59d97be9fb339d6b1606101c0b35.txt?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645488870&Signature=eBAu3gR6MnCfTxtrDUzMZ0VDeks%3D,http://bit.ly/x7QlX0,,2012-02-22 12:14:30 UTC
,2011-08-19 17:01:11 UTC,qaze,31,image/png,logo.png,3850,2011-08-19 17:01:11 UTC,76,http://s3.amazonaws.com/etude-legendre/app/public/system/720df7aeeceb07121268d3af2e654f725595f590.png?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645488870&Signature=%2BohNb4vVHqH6iSQvVmJPqskDyLA%3D,http://bit.ly/y31Imc,,2012-02-22 12:14:30 UTC
,2011-08-19 17:01:46 UTC,qds,31,image/png,logo.png,3850,2011-08-19 17:01:46 UTC,77,http://s3.amazonaws.com/etude-legendre/app/public/system/14fd6371efb28bff7db5885495cbe70cffea8fbb.png?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645488870&Signature=EKFSow2l%2FzZKPFaRH5gsa5wMEDE%3D,http://bit.ly/yM4Tuf,,2012-02-22 12:14:30 UTC
,2011-08-19 17:06:16 UTC,fernandel,31,image/png,logo.png,3850,2011-08-19 17:06:16 UTC,78,http://s3.amazonaws.com/etude-legendre/app/public/system/0e5565960b09cf086875203107e0fda9a90a260e.png?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645488870&Signature=PZngJ8nUuDPoBkel55cRvWiGLHI%3D,http://bit.ly/xN7TNY,,2012-02-22 12:14:30 UTC
,2011-08-19 17:06:30 UTC,Boule,31,application/octet-stream,downeb.com.URL,118,2011-08-19 17:06:30 UTC,79,http://s3.amazonaws.com/etude-legendre/app/public/system/351efbb47347eaa8d4deb7234f2d766fc1a39000.URL?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645488870&Signature=5xOq%2FfvVr%2BzurfC4t6JCMwrqc6I%3D,http://bit.ly/xypw2n,,2012-02-22 12:14:30 UTC
,2011-08-19 17:08:29 UTC,ze,31,image/png,logo.png,3850,2011-08-19 17:08:29 UTC,80,http://s3.amazonaws.com/etude-legendre/app/public/system/67c8967ddc6dc024c016008fb106666f051c3c43.png?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645488870&Signature=Ojis%2F8ui1%2FaCsO76cBXSq6pqeaE%3D,http://bit.ly/zMaW0z,,2012-02-22 12:14:30 UTC
,2011-08-27 15:42:25 UTC,AZ,31,application/octet-stream,chiffres_voirie.markdown,3713,2011-08-27 15:42:25 UTC,81,http://s3.amazonaws.com/etude-legendre/app/public/system/81c6368a78b848f4fca327b28453bd2435082cc1.markdown?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645488870&Signature=Ke67IatKCBbXqDLBFuST4t7gQLE%3D,http://bit.ly/z2KvYF,,2012-02-22 12:14:30 UTC
,2011-08-27 18:02:22 UTC,Padam,31,image/png,Capture dâ€™Ã©cran 2011-08-27 Ã  10.38.00.png,63477,2011-08-27 18:02:22 UTC,82,http://s3.amazonaws.com/etude-legendre/app/public/system/cf06ef4089311923cf30d1a21986995da8124ae6.png?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645488871&Signature=aOWls1nP07Bpts3ms6QNi9%2B6QBs%3D,http://bit.ly/zCyp8q,,2012-02-22 12:14:31 UTC
,2011-08-27 18:09:17 UTC,DJ,31,image/jpeg,dj.forndihj.jpg,67625,2011-08-27 18:09:17 UTC,83,http://s3.amazonaws.com/etude-legendre/app/public/system/38a977a160a8ecd4aa48de5454ce0591d0df2956.jpg?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645488871&Signature=PoOC1p%2BbsvUPvXbWyghXoGPOxdc%3D,http://bit.ly/wzT4dS,,2012-02-22 12:14:31 UTC
,2011-08-27 19:53:39 UTC,SJJJ,31,image/jpeg,dj.forndihj.jpg,67625,2011-08-27 19:53:39 UTC,84,http://s3.amazonaws.com/etude-legendre/app/public/system/2465d1a42aba6253f054dd587c34d63e461d27ca.jpg?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645488871&Signature=GUdvjyifi2h%2FO%2BRjIWmtY0IhIB0%3D,http://bit.ly/yP0hW5,,2012-02-22 12:14:31 UTC
,2011-08-27 19:59:20 UTC,aze,31,image/jpeg,dj.forndihj.jpg,67625,2011-08-27 19:59:20 UTC,85,http://s3.amazonaws.com/etude-legendre/app/public/system/2e7608246d70696e5c970b607a202894f2f9377a.jpg?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645488871&Signature=MzlF8a9%2BmerrjKGBi8WdNRr%2BPIo%3D,http://bit.ly/zsXDgK,,2012-02-22 12:14:31 UTC
,2011-08-27 20:07:29 UTC,P,31,image/jpeg,dj.forndihj.jpg,67625,2011-08-27 20:07:29 UTC,86,http://s3.amazonaws.com/etude-legendre/app/public/system/860db6b952eb4c040d8c2d46163d9569f0d6ddb9.jpg?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645488871&Signature=co1TiydqKcpliUYh%2Fa8tt%2BQ8HL0%3D,http://bit.ly/zFxLA8,,2012-02-22 12:14:31 UTC
,2011-08-28 08:21:43 UTC,founil,31,image/jpeg,dj.forndihj.jpg,67625,2011-08-28 08:21:43 UTC,87,http://s3.amazonaws.com/etude-legendre/app/public/system/6b004c30ff471f823696fd70b50e2d3907cc9dce.jpg?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645488871&Signature=lpX1qO6Bqj9gZVJd9OxSgelDveU%3D,http://bit.ly/AiUosV,,2012-02-22 12:14:31 UTC
,2011-08-28 10:37:15 UTC,fornl,31,image/jpeg,dj.forndihj.jpg,67625,2011-08-28 10:37:15 UTC,88,http://s3.amazonaws.com/etude-legendre/app/public/system/b934f077b349ea7d9aba35b171927b67ff83c88c.jpg?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645488872&Signature=FLvZhpFa8pzxzvu1ywuqHt44mZk%3D,http://bit.ly/zPr8zs,,2012-02-22 12:14:32 UTC
,2011-08-28 10:37:50 UTC,rapport,31,image/jpeg,dj.forndihj.jpg,67625,2011-08-28 10:37:50 UTC,89,http://s3.amazonaws.com/etude-legendre/app/public/system/c35459f3c88340a98a7ad20bb64bd1c529e20926.jpg?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645488872&Signature=aWfTM7j2piao4s8DjjiG3D1d3Zc%3D,http://bit.ly/xbMpN6,,2012-02-22 12:14:32 UTC
,2011-08-28 11:22:32 UTC,sd,31,image/jpeg,dj.forndihj.jpg,67625,2011-08-28 11:22:32 UTC,90,http://s3.amazonaws.com/etude-legendre/app/public/system/a3f51a9efda954fdb34dffc951c8e56db0e8e82b.jpg?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645488872&Signature=oUjNtlrtGWqcpqLfeBQVMnl4A9k%3D,http://bit.ly/z3piFi,,2012-02-22 12:14:32 UTC
,2011-08-28 15:24:07 UTC,Fichier format DJ,31,image/jpeg,dj.forndihj.jpg,67625,2011-08-28 15:24:07 UTC,91,http://s3.amazonaws.com/etude-legendre/app/public/system/2065723597ba400378ad3dedd55a3f8dd15395d3.jpg?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645488872&Signature=r%2Bjc7Sz%2BHKSC0zjgVP2AljmbrXg%3D,http://bit.ly/ywDZu4,,2012-02-22 12:14:32 UTC
,2011-08-28 15:24:38 UTC,Plans niveau 2,31,image/jpeg,dj.forndihj.jpg,67625,2011-08-28 15:24:38 UTC,92,http://s3.amazonaws.com/etude-legendre/app/public/system/f069dfe3d2e7442b746b4020c3d231645ecd2ecc.jpg?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645488872&Signature=dQ4meHDhZcQvw8l6IBdnNkn3v20%3D,http://bit.ly/ACFKI8,,2012-02-22 12:14:32 UTC
,2011-08-28 15:25:53 UTC,Compte rendu principal,31,image/jpeg,dj.forndihj.jpg,67625,2011-08-28 15:25:53 UTC,93,http://s3.amazonaws.com/etude-legendre/app/public/system/6809f9f2558af187db134ebb1117ce3f27d672d3.jpg?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645488872&Signature=jHZYd6fnc2IIdDr8AAz0j5est9Q%3D,http://bit.ly/yGNwY3,,2012-02-22 12:14:32 UTC
,2011-08-28 15:55:33 UTC,Lettre d'acceptation de mission,31,image/jpeg,dj.forndihj.jpg,67625,2011-08-28 15:55:33 UTC,94,http://s3.amazonaws.com/etude-legendre/app/public/system/06f2d8515ae82a5f915f339c38416a1f7e9302e0.jpg?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645488872&Signature=037Osh5motB1EktkGepkQiXYAOU%3D,http://bit.ly/xNaHlP,,2012-02-22 12:14:32 UTC
,2011-08-31 09:04:54 UTC,Liste des parcs de stationnement,31,text/xml,Parcs de stationnement.xml,139569,2011-08-31 09:04:54 UTC,95,http://s3.amazonaws.com/etude-legendre/app/public/system/92e12bc2ec9c0450dacb89517726fb9c4f5a78e8.xml?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645488873&Signature=wyvxWdbwXOXGykfmOgEip7cNgvQ%3D,http://bit.ly/AmhnoV,,2012-02-22 12:14:33 UTC
,2011-08-31 09:06:36 UTC,yoo,31,text/xml,Parcs de stationnement.xml,139569,2011-08-31 09:06:36 UTC,96,http://s3.amazonaws.com/etude-legendre/app/public/system/226b64bce062cf82ea9d7b6fd35c9900d6f3cb20.xml?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645488873&Signature=2xxocfV3vLyZQTBJefPbb1G2lHo%3D,http://bit.ly/z5GhQO,,2012-02-22 12:14:33 UTC
64,2011-09-04 06:16:53 UTC,courrier,38,application/pdf,bak.pdf,46661,2012-02-27 09:33:19 UTC,97,http://s3.amazonaws.com/etude-legendre/app/public/system/b69d6e247542321d7aa159518daa931e7d5ec2ff.pdf?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645911199&Signature=WxqvIQ%2BlRxCtud34T02%2BOjajrYE%3D,http://bit.ly/xhOV2a,10,2012-02-27 09:33:19 UTC
,2011-09-06 20:48:51 UTC,conf,31,application/msword,"Confirm_avocats_par_courriel, le 11-11-2010 à 09h54m40s.doc",18904,2011-09-06 20:48:51 UTC,98,http://s3.amazonaws.com/etude-legendre/app/public/system/89beb586f7c6ec3105f366eade448135d41b184c.doc?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645488873&Signature=c8TAG8mKor4ns%2BnEXTAVL%2BDz1i8%3D,http://bit.ly/yngVL7,,2012-02-22 12:14:33 UTC
8,2011-11-23 17:49:15 UTC,lettre,42,application/pdf,lettre simple-Virginienom.pdf,57544,2011-11-23 17:49:15 UTC,100,http://s3.amazonaws.com/etude-legendre/app/public/system/df1b8d3aa00f8dfa2542082f63b40113ce636c58.pdf?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645486081&Signature=0IQAhSk%2BASPfzC5icb0uoxcD%2Frw%3D,http://bit.ly/yRK01J,,2012-02-22 11:28:01 UTC
8,2011-11-23 17:50:35 UTC,lettre,42,application/x-unknown-application-msword,"NAP, le 11-11-2010 à 06h29m37s.doc",31365,2011-11-23 17:50:35 UTC,101,http://s3.amazonaws.com/etude-legendre/app/public/system/ef6443844e44ab730ea3f1212218e8db1ebddee4.doc?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645486081&Signature=WrvE5nXq0e1cniw%2F3V%2Bjt7C2Rn8%3D,http://bit.ly/y1kDfD,,2012-02-22 11:28:01 UTC
43,2011-11-29 08:17:47 UTC,NAP 2,42,application/pdf,111008-NAP2.pdf,125000,2011-11-29 08:17:47 UTC,102,http://s3.amazonaws.com/etude-legendre/app/public/system/c85ea2139fab2bc42db08a8d32efc5d7df4ebcf4.pdf?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645486081&Signature=9NHIQXyk508yT1DEwfdubEZY03A%3D,http://bit.ly/yGY6en,,2012-02-22 11:28:01 UTC
4,2011-11-29 08:19:06 UTC,Courriel de Me Carrière,42,application/pdf,110718-COURRIER_DE_Me_Carrière.pdf,40821,2011-11-29 08:19:06 UTC,103,http://s3.amazonaws.com/etude-legendre/app/public/system/22883a058b10f56906b70b668d56640af5cb77d1.pdf?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645486081&Signature=KoW68hBLkaLZ8VbCRdsgGpRF%2BZE%3D,http://bit.ly/xUAq3V,,2012-02-22 11:28:01 UTC
8,2011-12-31 07:52:57 UTC,feuille,42,application/msword,"Feuille de Présence à accédit, le 03-10-2011 à 13h15m17s.doc",51795,2011-12-31 07:52:57 UTC,105,http://s3.amazonaws.com/etude-legendre/app/public/system/abbe3d38c0096f204aae6c1f63672502c022a50e.doc?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645486082&Signature=hgOT6dvjNRu8C1QiiGLIR880o3Q%3D,http://bit.ly/xu8Hzk,,2012-02-22 11:28:02 UTC
8,2011-12-31 08:16:11 UTC,courrier pour maître x,43,application/msword,100412-courrier_à Maître_ LE-GOFF.doc,94208,2011-12-31 08:16:11 UTC,106,http://s3.amazonaws.com/etude-legendre/app/public/system/0be8887157b44ee0b8c8830fa6736a15be8ee9b5.doc?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645485874&Signature=9MKGh%2Fv5QPbEbweHVBz7ey%2B%2BzpQ%3D,http://bit.ly/yomyYU,,2012-02-22 11:24:34 UTC
43,2012-02-12 16:53:51 UTC,convocation,42,application/msword,090830-convocation.doc,67584,2012-02-12 16:53:51 UTC,107,http://s3.amazonaws.com/etude-legendre/app/public/system/2e8355446f95603980fbd26df4c2fdd4b5e5481f.doc?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645486082&Signature=BW0x3nCAK3upVPqBKLqz027%2Bw1w%3D,http://bit.ly/xAmmbj,,2012-02-22 11:28:02 UTC
43,2012-02-12 16:56:33 UTC,NAP,42,"""application/pdf""",090930-CR_réunion1_gaillard_St-Pierre-de-P.pdf,63920,2012-02-12 16:56:33 UTC,108,http://s3.amazonaws.com/etude-legendre/app/public/system/bb1e623e56dfb1ddf7648a73b3c7b477b88cd047.pdf?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645486082&Signature=m3fPLkNqZVjn2Il2L9m5yuhWTYs%3D,http://bit.ly/AjZS5d,,2012-02-22 11:28:02 UTC
11,2012-02-16 08:43:10 UTC,convoc,34,"""application/pdf""",090830-convocation_pdf.pdf,90654,2012-02-16 08:43:10 UTC,109,http://s3.amazonaws.com/etude-legendre/app/public/system/3d882fbea09cd0020f1cfc36f5bce13e34e5f549.pdf?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645511179&Signature=nsQbrpYQJZBTighEZ%2Fp5K6EJvk4%3D,http://bit.ly/xKU28H,,2012-02-22 18:26:19 UTC
28,2012-02-20 20:41:56 UTC,test,38,application/pdf,bak.pdf,46661,2012-02-27 09:33:58 UTC,110,http://s3.amazonaws.com/etude-legendre/app/public/system/222eedbf15a9c002c24c2fc5c60ad38a88fe60a3.pdf?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645911238&Signature=bOdftJr5VWuPA5Gc6z0Y2xw8DjM%3D,http://bit.ly/A2opC7,10,2012-02-27 09:33:58 UTC
7,2012-02-21 10:31:26 UTC,capture d'écran,38,image/png,Capture d’écran 2012-02-17 à 18.04.58.png,837179,2012-02-21 10:31:26 UTC,111,http://s3.amazonaws.com/etude-legendre/app/public/system/d2515eba2de75837ad6f17beb44f0bec589dd09c.png?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645396286&Signature=0n78IenIeRv9DCk2Imt1GnkZhnE%3D,http://bit.ly/AnBJeV,,2012-02-21 10:31:26 UTC
8,2012-02-22 18:20:22 UTC,NAP 2,42,application/x-unknown-application-msword,"NAP, le 10-11-2010 à 23h18m23s.doc",31346,2012-02-22 18:20:22 UTC,112,http://s3.amazonaws.com/etude-legendre/app/public/system/9942a02d42eb59cebabddddafcdfee24631f773e.doc?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645510823&Signature=GmEMNgvfXh6BgZqPMydiK8shQFw%3D,http://bit.ly/wPfdUy,11,2012-02-22 18:20:23 UTC
27,2012-02-25 14:45:54 UTC,Test de courrier,42,image/png,Capture d’écran du Simulateur iOS 24 févr. 2012 15.10.17.png,356721,2012-02-25 14:45:54 UTC,113,http://s3.amazonaws.com/etude-legendre/app/public/system/1f1bf2c4388b55857ef22809580e2355cacd1138.png?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645757155&Signature=URwb%2F7H2iKa%2F1%2FlgmYK9ESoltYk%3D,http://bit.ly/ykbaNE,11,2012-02-25 14:45:55 UTC
26,2012-02-25 14:47:09 UTC,info,42,text/plain,Plombiers.txt,336,2012-02-25 14:47:08 UTC,114,http://s3.amazonaws.com/etude-legendre/app/public/system/52b353cafdc7b01e0e365460c01ea8f8efb632bb.txt?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1645757229&Signature=A2%2BENCb%2Bd1Lg7oUQIF%2FQwlP6b5w%3D,http://bit.ly/wLfybb,9,2012-02-25 14:47:09 UTC
12,2012-03-18 05:58:13 UTC,tototoot,42,application/pdf,120317-Honoraires_BASQUIN_Grosrouvre.pdf,116641,2012-03-18 05:58:13 UTC,115,http://s3.amazonaws.com/etude-legendre/app/public/system/cfddd71b1a4bbf0468fa601c7d359113abd5da13.pdf?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1647626294&Signature=%2FM04X4zu9iQcVSwBSHMXMd7IOWk%3D,http://bit.ly/zSleLl,10,2012-03-18 05:58:14 UTC
7,2012-03-18 08:01:34 UTC,honoraires,42,application/pdf,2_pdfsam_120317-Honoraires_BASQUIN_Grosrouvre.pdf,53450,2012-03-18 08:01:34 UTC,116,http://s3.amazonaws.com/etude-legendre/app/public/system/df7db0c7e5441f62d508c959621769302ef21637.pdf?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1647633694&Signature=0ogZj88wqxjIU997q4EVXKg2oqs%3D,http://bit.ly/y5ZIX7,9,2012-03-18 08:01:34 UTC
57,2012-03-18 08:02:52 UTC,AVOCAT-1-Contrat de louage d'ouvrage,42,application/pdf,1_pdfsam_120317-Honoraires_BASQUIN_Grosrouvre.pdf,99806,2012-03-18 08:02:52 UTC,117,http://s3.amazonaws.com/etude-legendre/app/public/system/ebb504f1c552f88608f9a241219871788bf0c7bb.pdf?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1647633772&Signature=w8qd9dPuDL1F3FErZCfVp%2BsWLNw%3D,http://bit.ly/zmcGTO,15,2012-03-18 08:02:52 UTC
50,2011-12-01 05:18:52 UTC,pièces 3 à 8,32,application/msword,"Note aux parties n°1, le 10-10-2011 à 09h14m13s.doc",26219,2011-12-01 05:18:52 UTC,104,http://s3.amazonaws.com/etude-legendre/Users/Thibault/rails_projects/etude-legendre/public/system/238782eacf11d2f88c8e08269e6017567cc96125.doc?AWSAccessKeyId=AKIAJN75XNBEIO2RQGMQ&Expires=1650602008&Signature=iGUA%2BrwllgU7ARZMv7nTyDZ6bIM%3D,http://bit.ly/JwHPqy,,2012-04-21 16:33:28 UTC
